No_Faktur,Bulan_Pembelian,Nama_Mobil,Wilayah,Gender_Pembeli,Pekerjaan_Pembeli,Umur_Pembeli,Pendapatan_Bulanan_Juta
INV/2026/03084,April,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Karyawan Swasta,61,19.8
INV/2026/03085,Agustus,Honda HR-V,Jawa Tengah (Semarang),Wanita,BUMN,40,27.6
INV/2026/03086,April,Toyota Rush,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),33,16.9
INV/2026/03087,Juni,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Pengusaha,29,15.7
INV/2026/03088,Mei,Honda HR-V,Jawa Barat (Bandung),Wanita,Karyawan Swasta,29,21.9
INV/2026/03089,Januari,Toyota Avanza,Sumatera Utara (Medan),Wanita,PNS,33,13.5
INV/2026/03090,April,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,PNS,54,20.4
INV/2026/03091,April,Honda Brio,Sumatera Utara (Medan),Pria,Rumah Tangga,47,18.5
INV/2026/03092,Desember,Toyota Avanza,Jawa Timur (Surabaya),Pria,Rumah Tangga,60,14.1
INV/2026/03093,Februari,Honda Brio,Jawa Barat (Bandung),Pria,Pengusaha,49,25.8
INV/2026/03094,Desember,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,26,23.2
INV/2026/03095,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),29,15.2
INV/2026/03096,April,Honda Brio,Jawa Tengah (Semarang),Pria,BUMN,46,17.9
INV/2026/03097,Desember,Toyota Rush,Jawa Barat (Bandung),Wanita,Pengusaha,48,15.8
INV/2026/03098,Oktober,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,PNS,44,12.9
INV/2026/03099,Desember,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Rumah Tangga,51,4.4
INV/2026/03100,April,Daihatsu Sigra,DKI Jakarta,Wanita,BUMN,44,14.1
INV/2026/03101,Juli,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,BUMN,41,13.0
INV/2026/03102,April,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Pengusaha,39,18.9
INV/2026/03103,September,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,39,21.5
INV/2026/03104,Juni,Toyota Innova Zenix,DKI Jakarta,Wanita,BUMN,23,11.6
INV/2026/03105,Mei,Toyota Rush,Jawa Tengah (Semarang),Pria,Pengusaha,25,21.0
INV/2026/03106,Juli,Toyota Avanza,Jawa Barat (Bandung),Wanita,PNS,51,10.4
INV/2026/03107,Agustus,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,54,17.0
INV/2026/03108,September,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,PNS,57,13.2
INV/2026/03109,November,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,39,24.0
INV/2026/03110,Juni,Honda Brio,Jawa Barat (Bandung),Wanita,Karyawan Swasta,58,18.9
INV/2026/03111,Mei,Daihatsu Sigra,DKI Jakarta,Pria,Rumah Tangga,40,17.1
INV/2026/03112,Mei,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,49,13.0
INV/2026/03113,Juni,Toyota Rush,Jawa Timur (Surabaya),Wanita,Rumah Tangga,61,15.4
INV/2026/03114,September,Honda Brio,Sumatera Utara (Medan),Pria,Karyawan Swasta,41,32.6
INV/2026/03115,Agustus,Daihatsu Sigra,Jawa Barat (Bandung),Pria,BUMN,54,14.0
INV/2026/03116,Agustus,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,33,21.8
INV/2026/03117,Februari,Mitsubishi Xpander,DKI Jakarta,Pria,Rumah Tangga,36,17.1
INV/2026/03118,Desember,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),62,21.6
INV/2026/03119,Agustus,Honda Brio,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),60,24.7
INV/2026/03120,Juni,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),23,15.2
INV/2026/03121,April,Toyota Rush,Sulawesi Selatan (Makassar),Pria,BUMN,50,23.7
INV/2026/03122,Juni,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,PNS,62,40.1
INV/2026/03123,Juni,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,BUMN,31,22.5
INV/2026/03124,Juli,Toyota Rush,Jawa Tengah (Semarang),Pria,Karyawan Swasta,23,30.9
INV/2026/03125,Januari,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),32,21.8
INV/2026/03126,Oktober,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,PNS,34,10.5
INV/2026/03127,April,Toyota Rush,Jawa Barat (Bandung),Wanita,Pengusaha,31,20.2
INV/2026/03128,Desember,Toyota Rush,DKI Jakarta,Pria,PNS,35,15.4
INV/2026/03129,Maret,Toyota Avanza,DKI Jakarta,Pria,PNS,39,13.2
INV/2026/03130,Januari,Toyota Rush,Jawa Barat (Bandung),Pria,PNS,30,17.4
INV/2026/03131,Mei,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,60,16.8
INV/2026/03132,September,Honda HR-V,Sumatera Utara (Medan),Wanita,PNS,49,9.5
INV/2026/03133,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,PNS,24,39.7
INV/2026/03134,Oktober,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,41,24.5
INV/2026/03135,Desember,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),27,20.0
INV/2026/03136,Juli,Toyota Avanza,Jawa Barat (Bandung),Pria,Karyawan Swasta,48,18.7
INV/2026/03137,Mei,Honda Brio,Jawa Tengah (Semarang),Wanita,BUMN,23,27.6
INV/2026/03138,Maret,Honda Brio,Jawa Tengah (Semarang),Wanita,Pengusaha,50,34.6
INV/2026/03139,April,Honda HR-V,Sumatera Utara (Medan),Pria,BUMN,59,23.5
INV/2026/03140,Juni,Toyota Rush,Jawa Tengah (Semarang),Wanita,PNS,24,19.0
INV/2026/03141,April,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Rumah Tangga,37,29.8
INV/2026/03142,Juli,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,51,19.1
INV/2026/03143,Oktober,Toyota Avanza,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),61,21.5
INV/2026/03144,April,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,BUMN,23,26.0
INV/2026/03145,Agustus,Toyota Avanza,Jawa Tengah (Semarang),Pria,BUMN,38,14.9
INV/2026/03146,September,Honda HR-V,Sumatera Utara (Medan),Wanita,Pengusaha,62,4.0
INV/2026/03147,November,Toyota Rush,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),33,14.5
INV/2026/03148,November,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Rumah Tangga,56,24.2
INV/2026/03149,Juni,Toyota Rush,Jawa Tengah (Semarang),Pria,BUMN,64,23.6
INV/2026/03150,Mei,Toyota Avanza,Sumatera Utara (Medan),Wanita,Karyawan Swasta,22,28.7
INV/2026/03151,Agustus,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,36,14.8
INV/2026/03152,Desember,Honda Brio,DKI Jakarta,Pria,Rumah Tangga,47,30.6
INV/2026/03153,November,Toyota Avanza,DKI Jakarta,Pria,Rumah Tangga,58,19.5
INV/2026/03154,Desember,Toyota Avanza,DKI Jakarta,Pria,Rumah Tangga,42,22.8
INV/2026/03155,Agustus,Daihatsu Sigra,DKI Jakarta,Wanita,Rumah Tangga,52,25.2
INV/2026/03156,Agustus,Toyota Rush,DKI Jakarta,Wanita,Rumah Tangga,46,6.9
INV/2026/03157,Maret,Honda HR-V,Sumatera Utara (Medan),Pria,PNS,44,10.0
INV/2026/03158,Desember,Honda HR-V,Jawa Tengah (Semarang),Wanita,Pengusaha,45,9.7
INV/2026/03159,Juni,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Rumah Tangga,59,26.6
INV/2026/03160,Maret,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,BUMN,49,15.6
INV/2026/03161,Maret,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Karyawan Swasta,42,34.2
INV/2026/03162,Desember,Toyota Rush,DKI Jakarta,Pria,Pengusaha,64,18.0
INV/2026/03163,September,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,BUMN,39,6.2
INV/2026/03164,Agustus,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),57,12.6
INV/2026/03165,Maret,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,BUMN,56,18.9
INV/2026/03166,September,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,BUMN,30,22.1
INV/2026/03167,November,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Rumah Tangga,59,10.1
INV/2026/03168,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,51,22.5
INV/2026/03169,September,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,BUMN,55,24.7
INV/2026/03170,Januari,Toyota Innova Zenix,DKI Jakarta,Pria,Rumah Tangga,53,12.9
INV/2026/03171,Februari,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),24,33.8
INV/2026/03172,November,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,BUMN,24,13.7
INV/2026/03173,Januari,Toyota Rush,Sumatera Utara (Medan),Wanita,BUMN,49,10.0
INV/2026/03174,Januari,Honda Brio,Sumatera Utara (Medan),Wanita,BUMN,36,5.8
INV/2026/03175,Juli,Honda HR-V,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),62,27.8
INV/2026/03176,Maret,Toyota Avanza,Jawa Tengah (Semarang),Wanita,BUMN,44,18.2
INV/2026/03177,November,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,BUMN,61,14.2
INV/2026/03178,April,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,BUMN,32,6.2
INV/2026/03179,Februari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Pengusaha,53,14.9
INV/2026/03180,Desember,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,57,37.1
INV/2026/03181,Maret,Toyota Avanza,DKI Jakarta,Pria,BUMN,54,4.0
INV/2026/03182,Januari,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,45,12.9
INV/2026/03183,April,Daihatsu Sigra,DKI Jakarta,Pria,PNS,60,32.3
INV/2026/03184,September,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,PNS,55,28.0
INV/2026/03185,Agustus,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),49,13.4
INV/2026/03186,Juni,Toyota Avanza,Jawa Barat (Bandung),Pria,BUMN,58,19.6
INV/2026/03187,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Rumah Tangga,28,21.7
INV/2026/03188,Oktober,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Pengusaha,25,19.1
INV/2026/03189,November,Toyota Innova Zenix,DKI Jakarta,Pria,Professional (Dokter/Pengacara),58,32.3
INV/2026/03190,November,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Karyawan Swasta,22,20.7
INV/2026/03191,Oktober,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,PNS,22,27.1
INV/2026/03192,Agustus,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),41,19.5
INV/2026/03193,November,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,40,4.0
INV/2026/03194,Agustus,Honda HR-V,Sumatera Utara (Medan),Wanita,Pengusaha,50,8.5
INV/2026/03195,Januari,Toyota Rush,DKI Jakarta,Wanita,PNS,31,10.1
INV/2026/03196,Januari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),39,16.0
INV/2026/03197,September,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,Pengusaha,49,34.6
INV/2026/03198,September,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,56,20.9
INV/2026/03199,Juli,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,64,17.2
INV/2026/03200,Januari,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,52,27.9
INV/2026/03201,Januari,Toyota Innova Zenix,DKI Jakarta,Pria,BUMN,48,6.4
INV/2026/03202,September,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,BUMN,32,14.1
INV/2026/03203,Desember,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Rumah Tangga,59,12.9
INV/2026/03204,Mei,Daihatsu Sigra,DKI Jakarta,Pria,Professional (Dokter/Pengacara),26,21.2
INV/2026/03205,September,Honda Brio,Jawa Barat (Bandung),Wanita,Rumah Tangga,29,25.2
INV/2026/03206,Mei,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,PNS,55,21.8
INV/2026/03207,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Pengusaha,33,21.9
INV/2026/03208,September,Toyota Avanza,Jawa Barat (Bandung),Pria,PNS,59,15.1
INV/2026/03209,Desember,Honda Brio,DKI Jakarta,Wanita,Pengusaha,22,20.6
INV/2026/03210,November,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Pengusaha,52,11.3
INV/2026/03211,Juli,Toyota Avanza,Sumatera Utara (Medan),Wanita,BUMN,25,23.4
INV/2026/03212,Maret,Toyota Avanza,Jawa Timur (Surabaya),Pria,Rumah Tangga,26,14.0
INV/2026/03213,Februari,Honda Brio,DKI Jakarta,Pria,Pengusaha,51,9.0
INV/2026/03214,Februari,Toyota Avanza,DKI Jakarta,Pria,BUMN,45,18.3
INV/2026/03215,September,Toyota Avanza,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),24,4.0
INV/2026/03216,Maret,Honda Brio,Sulawesi Selatan (Makassar),Pria,Pengusaha,32,29.8
INV/2026/03217,April,Honda Brio,Jawa Barat (Bandung),Pria,BUMN,25,24.4
INV/2026/03218,April,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Pengusaha,47,20.7
INV/2026/03219,Oktober,Honda HR-V,Jawa Barat (Bandung),Wanita,Pengusaha,48,5.0
INV/2026/03220,September,Daihatsu Sigra,DKI Jakarta,Pria,BUMN,64,12.4
INV/2026/03221,Mei,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,48,18.3
INV/2026/03222,Juni,Honda HR-V,Jawa Timur (Surabaya),Pria,Pengusaha,63,15.9
INV/2026/03223,Mei,Toyota Rush,DKI Jakarta,Pria,Karyawan Swasta,27,4.5
INV/2026/03224,Juli,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,36,7.5
INV/2026/03225,Februari,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,51,15.7
INV/2026/03226,Juni,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,63,7.7
INV/2026/03227,Juli,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),58,29.0
INV/2026/03228,Agustus,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Karyawan Swasta,58,22.0
INV/2026/03229,Oktober,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),63,11.6
INV/2026/03230,April,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,58,27.4
INV/2026/03231,Desember,Toyota Rush,Sumatera Utara (Medan),Wanita,BUMN,56,25.7
INV/2026/03232,April,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Pengusaha,44,20.3
INV/2026/03233,Mei,Honda HR-V,DKI Jakarta,Pria,Pengusaha,27,17.7
INV/2026/03234,November,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,25,15.6
INV/2026/03235,Februari,Honda HR-V,Jawa Timur (Surabaya),Pria,BUMN,39,13.7
INV/2026/03236,November,Toyota Rush,DKI Jakarta,Pria,Karyawan Swasta,30,7.3
INV/2026/03237,November,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,50,30.2
INV/2026/03238,Januari,Toyota Avanza,Jawa Timur (Surabaya),Pria,BUMN,34,13.8
INV/2026/03239,Februari,Toyota Rush,Jawa Tengah (Semarang),Pria,BUMN,38,18.2
INV/2026/03240,Juli,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Pengusaha,53,10.7
INV/2026/03241,Juli,Honda Brio,Sumatera Utara (Medan),Pria,Pengusaha,43,15.9
INV/2026/03242,Juli,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Pengusaha,25,40.8
INV/2026/03243,September,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,26,12.2
INV/2026/03244,Agustus,Toyota Avanza,Sumatera Utara (Medan),Pria,Karyawan Swasta,58,29.6
INV/2026/03245,Januari,Toyota Rush,Jawa Tengah (Semarang),Pria,Karyawan Swasta,62,17.8
INV/2026/03246,November,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,34,23.4
INV/2026/03247,Januari,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Pengusaha,55,28.0
INV/2026/03248,Desember,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,43,20.2
INV/2026/03249,Maret,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Pengusaha,44,15.2
INV/2026/03250,Februari,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,24,16.5
INV/2026/03251,Agustus,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,63,16.8
INV/2026/03252,Juli,Honda HR-V,Jawa Barat (Bandung),Wanita,Karyawan Swasta,55,32.9
INV/2026/03253,November,Honda HR-V,Jawa Tengah (Semarang),Pria,Rumah Tangga,53,6.1
INV/2026/03254,Juni,Honda HR-V,DKI Jakarta,Wanita,BUMN,42,4.0
INV/2026/03255,Oktober,Toyota Rush,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),42,4.4
INV/2026/03256,Februari,Honda Brio,DKI Jakarta,Pria,Professional (Dokter/Pengacara),32,10.8
INV/2026/03257,September,Honda Brio,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),60,23.6
INV/2026/03258,Januari,Mitsubishi Xpander,DKI Jakarta,Pria,Professional (Dokter/Pengacara),25,24.1
INV/2026/03259,April,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,22,13.1
INV/2026/03260,April,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,49,17.8
INV/2026/03261,Desember,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,45,9.1
INV/2026/03262,Oktober,Daihatsu Sigra,Jawa Barat (Bandung),Pria,BUMN,56,9.8
INV/2026/03263,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,34,22.6
INV/2026/03264,Mei,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,BUMN,55,26.4
INV/2026/03265,Januari,Honda Brio,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,32,14.2
INV/2026/03266,Februari,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,BUMN,57,31.1
INV/2026/03267,November,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,38,25.7
INV/2026/03268,Mei,Honda HR-V,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),56,30.7
INV/2026/03269,September,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Rumah Tangga,39,15.6
INV/2026/03270,Oktober,Toyota Rush,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),61,30.2
INV/2026/03271,November,Toyota Rush,Jawa Tengah (Semarang),Pria,Karyawan Swasta,43,35.4
INV/2026/03272,Januari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,45,14.7
INV/2026/03273,Maret,Honda Brio,Sumatera Utara (Medan),Wanita,BUMN,40,16.8
INV/2026/03274,Juni,Honda Brio,DKI Jakarta,Wanita,Karyawan Swasta,58,10.4
INV/2026/03275,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,PNS,60,8.8
INV/2026/03276,April,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Pengusaha,42,8.9
INV/2026/03277,Oktober,Honda Brio,Jawa Timur (Surabaya),Pria,PNS,29,11.5
INV/2026/03278,Maret,Toyota Avanza,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),49,20.2
INV/2026/03279,Desember,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,26,11.8
INV/2026/03280,Juli,Honda Brio,Jawa Barat (Bandung),Wanita,PNS,38,20.0
INV/2026/03281,Februari,Honda Brio,Sumatera Utara (Medan),Pria,Karyawan Swasta,58,20.1
INV/2026/03282,Mei,Toyota Rush,Sumatera Utara (Medan),Pria,Rumah Tangga,57,14.2
INV/2026/03283,Maret,Mitsubishi Xpander,DKI Jakarta,Wanita,Pengusaha,40,17.5
INV/2026/03284,Oktober,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,BUMN,48,13.8
INV/2026/03285,April,Toyota Rush,Jawa Tengah (Semarang),Pria,PNS,55,15.5
INV/2026/03286,Oktober,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,PNS,32,11.5
INV/2026/03287,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Rumah Tangga,33,18.7
INV/2026/03288,November,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Pengusaha,42,13.2
INV/2026/03289,September,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,32,8.7
INV/2026/03290,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Karyawan Swasta,60,22.7
INV/2026/03291,Juli,Toyota Avanza,DKI Jakarta,Pria,BUMN,49,23.0
INV/2026/03292,Desember,Honda Brio,Jawa Tengah (Semarang),Wanita,BUMN,26,26.9
INV/2026/03293,Maret,Toyota Rush,Jawa Tengah (Semarang),Pria,Karyawan Swasta,38,9.8
INV/2026/03294,Desember,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),41,14.2
INV/2026/03295,Desember,Toyota Rush,Jawa Tengah (Semarang),Pria,PNS,62,19.8
INV/2026/03296,Februari,Toyota Avanza,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),33,14.0
INV/2026/03297,September,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,BUMN,27,22.6
INV/2026/03298,Desember,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,38,22.0
INV/2026/03299,Juni,Honda HR-V,Jawa Tengah (Semarang),Pria,Pengusaha,40,21.8
INV/2026/03300,Januari,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Pengusaha,47,29.7
INV/2026/03301,Februari,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,PNS,53,23.2
INV/2026/03302,Juli,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,PNS,27,19.2
INV/2026/03303,April,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),57,16.5
INV/2026/03304,Februari,Honda Brio,Sulawesi Selatan (Makassar),Wanita,BUMN,59,17.0
INV/2026/03305,Juni,Honda Brio,Sulawesi Selatan (Makassar),Wanita,PNS,32,9.5
INV/2026/03306,Oktober,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,54,4.0
INV/2026/03307,Oktober,Honda Brio,Sumatera Utara (Medan),Wanita,Karyawan Swasta,45,21.7
INV/2026/03308,Oktober,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Karyawan Swasta,44,27.8
INV/2026/03309,Juli,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,36,15.4
INV/2026/03310,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Pengusaha,48,30.7
INV/2026/03311,Januari,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Rumah Tangga,32,16.6
INV/2026/03312,November,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,38,4.0
INV/2026/03313,Mei,Honda Brio,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),35,25.3
INV/2026/03314,Agustus,Honda Brio,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),48,14.2
INV/2026/03315,Agustus,Toyota Avanza,DKI Jakarta,Wanita,Pengusaha,39,26.1
INV/2026/03316,April,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,49,7.8
INV/2026/03317,Juni,Mitsubishi Xpander,DKI Jakarta,Wanita,PNS,25,21.3
INV/2026/03318,September,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,PNS,28,11.6
INV/2026/03319,Juli,Honda HR-V,DKI Jakarta,Wanita,PNS,56,19.6
INV/2026/03320,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Rumah Tangga,30,24.1
INV/2026/03321,Maret,Honda Brio,Sulawesi Selatan (Makassar),Wanita,BUMN,29,22.3
INV/2026/03322,November,Toyota Rush,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),38,18.6
INV/2026/03323,Oktober,Honda Brio,DKI Jakarta,Pria,Professional (Dokter/Pengacara),38,7.0
INV/2026/03324,November,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Karyawan Swasta,54,23.8
INV/2026/03325,Juli,Toyota Rush,Jawa Tengah (Semarang),Wanita,PNS,53,26.3
INV/2026/03326,Februari,Toyota Innova Zenix,DKI Jakarta,Wanita,Karyawan Swasta,29,9.7
INV/2026/03327,Oktober,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,40,10.8
INV/2026/03328,Mei,Honda HR-V,Jawa Timur (Surabaya),Pria,Karyawan Swasta,59,26.6
INV/2026/03329,April,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),24,16.3
INV/2026/03330,Desember,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),26,11.0
INV/2026/03331,Februari,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,34,20.2
INV/2026/03332,Februari,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),52,12.9
INV/2026/03333,Mei,Toyota Avanza,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),37,19.3
INV/2026/03334,Maret,Honda HR-V,DKI Jakarta,Pria,PNS,53,14.7
INV/2026/03335,Juli,Honda HR-V,Sumatera Utara (Medan),Wanita,Karyawan Swasta,43,15.4
INV/2026/03336,Desember,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Karyawan Swasta,50,26.9
INV/2026/03337,November,Toyota Rush,Sumatera Utara (Medan),Pria,Karyawan Swasta,43,4.0
INV/2026/03338,Maret,Honda Brio,DKI Jakarta,Pria,Rumah Tangga,64,22.4
INV/2026/03339,Desember,Toyota Avanza,DKI Jakarta,Pria,Professional (Dokter/Pengacara),24,25.6
INV/2026/03340,Juli,Daihatsu Sigra,Jawa Barat (Bandung),Pria,PNS,31,13.0
